source_genesymbol	target_genesymbol	is_directed
Tfap2a	Egfr	1
Ets1	Tfap2a	1
Tfap2a	Ets1	1
Sp1	Tfap2a	1
Tfap2a	Sp1	1
Tfap2a	Plaur	1
Tfap2a	Cdkn1a	1
Tfap2a	Smpd1	1
Tfap2a	Snap91	1
Tfap2a	Hsd17b1	1
Tfap2a	Mmp2	1
Tfap2a	Adra1a	1
Tfap2a	App	1
Tfap2a	Cga	1
Tfap2a	Cdh1	1
Tfap2a	Hmox1	1
Tfap2a	Crx	1
Tfap2a	Kit	1
Tfap2a	Spry2	1
Tfap2a	Gusb	1
Tfap2a	Ache	1
Tfap2a	Hgf	1
Tfap2a	Mpg	1
Tfap2a	Mip	1
Tfap2a	Gpx4	1
Tfap2a	Galnt3	1
Tfap2a	Cftr	1
Tfap2a	Cyp11a1	1
Sp1	Pdha1	1
Jun	Pdha1	1
Fos	Pdha1	1
Hif1a	Eno2	1
Znf148	Rnls	1
Tcf4	Abcb1a	1
Hoxb13	Tcf4	1
Egr1	Tcf4	1
Tp63	Tcf4	1
Tcf4	Ccnd1	1
Tcf4	Nrxn1	1
E2f4	Vps4a	1
Egr1	Spry1	1
Creb1	Mitf	1
Mitf	Creb1	1
Mitf	Stard13	1
Mitf	Bcl2a1	1
Mitf	Prkcb	1
Mitf	Bcl2	1
Mitf	Herc2	1
Mitf	Birc7	1
Mitf	Itpr1	1
Mitf	Gpnmb	1
Mitf	Trpm1	1
Mitf	Diaph1	1
Mitf	Hif1a	1
Mitf	Oca2	1
Pax3	Mitf	1
Mitf	Pax3	1
Mitf	Hoxb4	1
Mitf	Rab27a	1
Mitf	Apex1	1
Mitf	Dct	1
Mitf	Clcn7	1
Mitf	Ctsk	1
Mitf	Tyr	1
Mitf	Cdk2	1
Mitf	Tyrp1	1
Sox10	Mitf	1
Mitf	Sox10	1
Mitf	Kit	1
Mitf	Best1	1
Fos	Mitf	1
Mitf	Fos	1
Mitf	Cdkn2a	1
E2f3	Tp73	1
E2f3	Tp53bp2	1
E2f3	E2f1	1
E2f1	E2f3	1
E2f3	Map3k5	1
Hif1a	E2f3	1
Cebpa	E2f3	1
E2f3	Cdkn1a	1
Tp53	E2f3	1
E2f4	E2f3	1
E2f3	Plk1	1
E2f3	Mycn	1
E2f3	Cdkn2a	1
Esr1	Cd86	1
Nfkb1	Cd86	1
Spi1	Cd86	1
Rela	Cd86	1
E2f1	Hoxb9	1
Cebpa	Gsk3b	1
E2f1	Prim2	1
E2f4	Prim2	1
Klf11	Pdx1	1
Klf11	Ins2	1
Srf	Dmd	1
Hhex	Hnf4a	1
Hnf4a	Hhex	1
Yy1	Mkln1	1
E2f4	Mthfd1	1
Hif1a	Nt5e	1
E2f1	Apaf1	1
E2f6	Apaf1	1
Tp53	Apaf1	1
Egr1	Dmrt1	1
Sp1	Taf7	1
Ets1	Csnk2b	1
Egr1	Cdk5	1
Hoxc8	Tnfrsf11b	1
Egr1	Tbxa2r	1
Ets1	Tbxa2r	1
Sp1	Tbxa2r	1
Gata1	Tbxa2r	1
Pax8	Bcl2	1
Pax8	E2f1	1
E2f1	Pax8	1
Pax8	Tert	1
Pax8	Tpo	1
Tp53	Pax8	1
Pax8	Tp53	1
Pax8	Ncam1	1
Gata3	Pax8	1
Pax8	Gata3	1
Pax8	Tshr	1
Cebpd	C3	1
Esr1	C3	1
Hnf4a	C3	1
Ppara	Ptgs2	1
Ppara	Pck1	1
Ppara	Fabp3	1
Ppara	Fabp1	1
Ppara	Mmp9	1
Nr2f2	Ppara	1
Ppara	Acox1	1
Ppara	Apobr	1
Ppara	Mmp12	1
Tp63	Ppara	1
Hnf4a	Ppara	1
Ppara	Ucp1	1
Ppara	Apob	1
Ppara	Acsl1	1
Ppara	Cyp7a1	1
Ppara	Apoa5	1
Ppara	Nfkbia	1
Ppara	Pank1	1
Ppara	Cyp1a1	1
Ppara	Hmgcs2	1
Ppara	Angptl4	1
Jun	Ppara	1
Ppara	Lpl	1
Ppara	Cd36	1
Rela	Ppara	1
E2f1	Ercc8	1
Irf2	Tap1	1
Tp53	Tap1	1
Egr1	Fgf13	1
Gli2	Fgf13	1
Gata2	Pnpla8	1
Ar	Btd	1
Gata3	Nrcam	1
Ar	Ifi35	1
Yy1	Hsd3b1	1
Nr4a1	Hsd3b1	1
E2f1	Rrm2	1
Tcf3	Bbc3	1
Tcf3	Cdk6	1
Nr2e1	Pax2	1
Nr2e1	Pten	1
Creb1	Cyp11b2	1
Creb1	Ccl5	1
Creb1	Ptgs2	1
Creb1	Il2	1
Creb1	Bcl2	1
Creb1	Ugt8	1
Creb1	Cxcr4	1
Creb1	Nr4a3	1
Creb1	Pck1	1
Creb1	Odc1	1
Creb1	Dio2	1
Egr1	Creb1	1
Creb1	Egr1	1
Creb1	H2-Ab1	1
Creb1	Etv3	1
Creb1	Th	1
Creb1	Npy	1
Creb1	Slc19a1	1
Creb1	Cd4	1
Creb1	Bdkrb1	1
Creb1	Il10	1
Creb1	Flt1	1
Creb1	Psen1	1
Creb1	Pcsk1	1
Cebpa	Creb1	1
Creb1	Hpgd	1
Creb1	Vip	1
Creb1	Ifng	1
Creb1	Star	1
Creb1	Adra1a	1
Creb1	Rrm2b	1
Creb1	Cga	1
Creb1	Slc20a1	1
Creb1	Pck2	1
Creb1	Hmox1	1
Creb1	Jun	1
Creb1	Nf1	1
Creb1	Cdk11b	1
Creb1	Spry2	1
Creb1	Aqp2	1
Creb1	Ren1	1
Fos	Creb1	1
Creb1	Fos	1
Creb1	Trh	1
Creb1	Msmb	1
Creb1	Ins2	1
Creb1	Il5ra	1
Creb1	Nr4a2	1
Creb1	Cyp11a1	1
Tp53	Pias3	1
E2f1	Mcmdc2	1
Epas1	Sphk1	1
Sp3	Nos3	1
Esr1	Nos3	1
Nfkb1	Nos3	1
Hif1a	Nos3	1
Ets1	Nos3	1
Sp1	Nos3	1
Atf2	Nos3	1
Foxo1	Nos3	1
Gata2	Nos3	1
Rela	Nos3	1
Foxo3	Nos3	1
E2f1	Kif2c	1
Sp1	Kif2c	1
Cdx2	Cdh17	1
Nr5a2	Cyp11b2	1
Atf2	Cyp11b2	1
Atf1	Cyp11b2	1
E2f1	Slc14a2	1
Yy1	Tp73	1
Yy1	Rnf26	1
Yy1	Cxcr4	1
Yy1	Hsf1	1
Yy1	Ada	1
Yy1	Aph1a	1
Yy1	Il5	1
Yy1	Ccdc43	1
Yy1	Cdk5rap2	1
Yy1	Dlg1	1
Yy1	Epas1	1
Yy1	Egfr	1
Yy1	Ctcf	1
Ctcf	Yy1	1
Yy1	Atxn10	1
Yy1	Ppp2r1a	1
Sp1	Yy1	1
Yy1	Oprm1	1
Yy1	Ep300	1
Yy1	Hnrnpl	1
Yy1	Rprd2	1
Yy1	Tp53	1
Yy1	Ifnb1	1
Yy1	Coq5	1
Yy1	Ranbp10	1
Yy1	Raver1	1
Yy1	Nars	1
Yy1	Dnaja3	1
Yy1	Nos2	1
Yy1	Mrps18b	1
Yy1	Mrps24	1
Yy1	Ttc17	1
Yy1	Hspa5	1
Yy1	Coq9	1
Yy1	Fdps	1
Gata3	Sh3kbp1	1
Twist1	Akt2	1
Esr1	Akt2	1
Cebpa	Kcnma1	1
Spi1	Kcnma1	1
Tp53	Lif	1
Nr2f2	Penk	1
Jun	Penk	1
Fos	Penk	1
E2f1	Nek4	1
Tp53	Map4	1
Egr1	Hsd11b2	1
Nfkb1	Hsd11b2	1
Sp1	Adam17	1
Tp53	Elf4	1
Elf4	Tp53	1
Sp1	Epor	1
Gata3	Epor	1
Ctcf	Ankrd46	1
Gata2	Ccrl2	1
Egr1	Bax	1
Hif1a	Bax	1
Ets1	Bax	1
Sp1	Bax	1
Tp53	Bax	1
Rela	Bax	1
Ar	Cycs	1
Atf3	Ccl5	1
Nfkb1	Ccl5	1
Jund	Ccl5	1
Spi1	Ccl5	1
Jun	Ccl5	1
Fos	Ccl5	1
Rela	Ccl5	1
Tcf7l2	Sp5	1
Fos	Nefl	1
E2f1	Top1	1
Cebpb	Top1	1
E2f4	Top1	1
E2f1	Hist1h2ab	1
Ctcf	Irak2	1
Hnf4a	Ephx1	1
E2f1	Brd2	1
Tp53	Ing1	1
Sp1	Col7a1	1
Smad3	Col7a1	1
E2f1	Ndufaf6	1
Klf4	Nanog	1
Nanog	Lamb1	1
Pax6	Nanog	1
Pou5f1	Nanog	1
Nanog	Pou5f1	1
Pbx1	Nanog	1
Nanog	Pbx1	1
Nanog	Cdx2	1
Sox2	Nanog	1
Nanog	Sox2	1
Nanog	Cdk6	1
Srebf1	Hmgcs1	1
Sp1	Krt5	1
E2f4	Hist1h3h	1
E2f1	Tp73	1
Tp73	E2f1	1
Tp73	Bbc3	1
Egr1	Tp73	1
Tp73	Tert	1
Tp73	Cdkn1a	1
Tp73	Cables1	1
Tp53	Tp73	1
Tp73	Tp53	1
E2f4	Topbp1	1
Gata3	Blcap	1
Pou4f2	Ccnd1	1
Ar	Dhx15	1
Mef2c	Cpt1b	1
Jun	Mef2c	1
Mef2c	Jun	1
Nr4a1	Mef2c	1
Mef2c	Nr4a1	1
Foxl2	Bcl2a1	1
Nfkb1	Bcl2a1	1
Rela	Bcl2a1	1
Nfya	Abcb1a	1
Egr1	Abcb1a	1
Nfkb1	Abcb1a	1
Hif1a	Abcb1a	1
Ets1	Abcb1a	1
Cebpa	Abcb1a	1
Sp1	Abcb1a	1
Tp53	Abcb1a	1
Cebpb	Abcb1a	1
Tcf7l2	Abcb1a	1
Foxo1	Abcb1a	1
Jun	Abcb1a	1
Relb	Abcb1a	1
Rela	Abcb1a	1
Foxo3	Abcb1a	1
E2f1	Vmp1	1
E2f4	Hmmr	1
Esr1	Nol3	1
Ctcf	Il19	1
E2f1	Cox15	1
Egr1	Ltb	1
Ets1	Ltb	1
E2f4	Cutc	1
Tp53	Pdgfrb	1
Spi1	Pdgfrb	1
Ar	Npepps	1
Egr1	Tmpo	1
Sp1	Tmpo	1
E2f4	Tmpo	1
Foxa3	Cyp2c38	1
Foxa3	Cyp2c39	1
Foxa3	Cyp2c29	1
Gata2	Vwa5a	1
Ar	Akr1c18	1
Nfkb2	Ccl21a	1
Relb	Ccl21a	1
Ets1	Cd8a	1
Gata3	Cd8a	1
Hnf4a	Prpf3	1
Sp3	Ltc4s	1
Sp1	Ltc4s	1
Egr1	Tgfb1	1
Sp1	Tgfb1	1
Jund	Tgfb1	1
Usf1	Tgfb1	1
Tp53	Tgfb1	1
Smad3	Tgfb1	1
Jun	Tgfb1	1
Ets1	Cox4i1	1
E2f1	Cbx5	1
E2f4	Cbx5	1
Cebpd	Ptgs2	1
Egr1	Ptgs2	1
Foxl2	Ptgs2	1
Nfkb1	Ptgs2	1
Ets1	Ptgs2	1
Junb	Ptgs2	1
Ar	Ptgs2	1
Cebpa	Ptgs2	1
Sp1	Ptgs2	1
Usf1	Ptgs2	1
Atf2	Ptgs2	1
Cebpb	Ptgs2	1
Jun	Ptgs2	1
Fos	Ptgs2	1
Rela	Ptgs2	1
E2f4	Ptgs2	1
Pparg	Ptgs2	1
Sp3	Slc19a3	1
Sp1	Slc19a3	1
Ctcf	Acvr1c	1
E2f1	Tmbim1	1
Sox6	Tp53	1
Sox10	Sox6	1
Irf8	Tlr3	1
Ctcf	Rpp30	1
Tp53	Prg3	1
Sp3	Alpl	1
Ets1	Lck	1
Myb	Lck	1
Nfkb1	Ptafr	1
E2f1	Socs2	1
Ar	Coasy	1
E2f1	Brca1	1
Fosl2	Brca1	1
Nfkb1	Brca1	1
E2f6	Brca1	1
Sp1	Brca1	1
Tp53	Brca1	1
Jun	Brca1	1
E2f4	Brca1	1
Egr1	Il2	1
Crem	Il2	1
Nfkb1	Il2	1
Pou2f1	Il2	1
Nfatc2	Il2	1
Ets1	Il2	1
Sp1	Il2	1
Foxp3	Il2	1
Jun	Il2	1
Fos	Il2	1
Rela	Il2	1
Elk1	Mdm4	1
Tp53	Mdm4	1
E2f1	Zfp292	1
Nfkb1	Col1a2	1
Sp1	Col1a2	1
Rela	Col1a2	1
E2f4	Plscr1	1
Sp3	Ca9	1
Hif1a	Ca9	1
Epas1	Ca9	1
Sp1	Ca9	1
Tp53	Nme1	1
Nfkb1	Crp	1
Cebpb	Crp	1
Gli1	Bcl2	1
E2f1	Bcl2	1
Egr1	Bcl2	1
Stat5a	Bcl2	1
Esr1	Bcl2	1
Nfkb1	Bcl2	1
Gli2	Bcl2	1
Ets1	Bcl2	1
Cebpa	Bcl2	1
Sp1	Bcl2	1
Myb	Bcl2	1
Atf1	Bcl2	1
Tp53	Bcl2	1
Pax5	Bcl2	1
Nfkb2	Bcl2	1
Rela	Bcl2	1
Pparg	Bcl2	1
E2f1	Rasgrp1	1
E2f1	Mipep	1
Tp53	Ascc3	1
Sp3	F2	1
Hnf4a	F2	1
Elk1	F2	1
Ar	Nup214	1
Ets1	Mgat5	1
Sp3	Ubc	1
Ar	Ubc	1
Sp1	Ubc	1
Foxo1	Rag1	1
Smad3	Col6a1	1
E2f1	Dhfr	1
E2f4	Dhfr	1
Ctcf	Nbn	1
Atf1	Ugt8	1
Hif1a	Hk1	1
E2f1	Cnih4	1
Dnmt1	Msh2	1
Tp53	Msh2	1
E2f4	Msh2	1
E2f1	Csrnp3	1
E2f1	Hist1h4m	1
Sp1	Hist1h4m	1
Sp3	Cdkn2d	1
Sp1	Cdkn2d	1
Foxo1	Cdkn2d	1
Foxo3	Cdkn2d	1
Hoxa5	Th	1
Hoxa5	Ptn	1
E2f4	Ywhah	1
Hif1a	Cxcr4	1
Ets1	Cxcr4	1
Usf1	Cxcr4	1
Rela	Cxcr4	1
E2f4	Kdm6a	1
Sp3	Sctr	1
Sp1	Sctr	1
Sp1	Bsg	1
Egr1	Sod1	1
Cebpa	Sod1	1
Sp1	Sod1	1
Elk1	Sod1	1
Gata2	Amotl1	1
Nfkb1	Pigr	1
Ar	Pigr	1
Usf1	Pigr	1
Relb	Pigr	1
Rela	Pigr	1
Tp53	Chek2	1
Tp53	Apcs	1
Irf9	Pml	1
Tp53	Pml	1
Tp53	Lig1	1
Gata3	Znf507	1
E2f1	Ndufab1	1
Irf9	Il27	1
Sp1	Col18a1	1
Tp53	Col18a1	1
Gata3	Kmt2e	1
Nfkb1	Traf1	1
Rela	Traf1	1
E2f4	Luc7l	1
E2f1	Pax2	1
Tp53	Pax2	1
Pax2	Tp53	1
E2f4	Nfe2l1	1
Hnf4a	Abcg8	1
Ctcf	Cideb	1
Ar	Nkx3-1	1
Nkx3-1	Ar	1
Tp53	Bnip3l	1
Foxo3	Bnip3l	1
Tp53	Wrn	1
Cebpa	Pck1	1
Sp1	Pck1	1
Hnf4a	Pck1	1
Atf2	Pck1	1
Foxo1	Pck1	1
Pparg	Pck1	1
Klf4	Atf3	1
Klf4	Pfkp	1
Tp63	Klf4	1
Klf4	Birc5	1
Klf4	Cdkn1a	1
Klf4	Gpa33	1
Klf4	Cdh1	1
Klf4	Lama3	1
Klf4	Ccnd1	1
Cdx2	Klf4	1
Klf4	Cdx2	1
Klf4	Foxo3	1
Foxo3	Klf4	1
E2f1	Il1b	1
Nfil3	Il1b	1
Nfkb1	Il1b	1
Tp53	Il1b	1
Nfkbia	Il1b	1
Cebpb	Il1b	1
Foxo1	Il1b	1
Spi1	Il1b	1
Jun	Il1b	1
Fos	Il1b	1
Rela	Il1b	1
Ets1	Cd53	1
Spi1	Cd53	1
Nfya	Sp3	1
Cebpa	Nfya	1
Nfya	Ddit3	1
Nfya	Actb	1
Nfya	Fdps	1
Tp53	Arid3a	1
Sp1	Odc1	1
E2f1	Cdc45	1
E2f4	Cdc45	1
Ar	Atp2b4	1
Egr1	Igf2	1
Ctcf	Igf2	1
Cebpa	Igf2	1
Sp1	Igf2	1
Cebpb	Igf2	1
Ctcf	Ncbp3	1
E2f1	Uhrf1	1
Cebpa	Uhrf1	1
Tp53	Uhrf1	1
E2f1	St13	1
E2f1	Herpud1	1
Hif1a	Pfkl	1
Twist1	Gli1	1
Gli2	Gli1	1
Gli1	Slit2	1
Gli1	Ptch1	1
Cdx1	Ada	1
Cdx1	Pparg	1
Ar	Ptpn9	1
E2f1	Pole2	1
E2f4	Pole2	1
Hnf4a	Abcg5	1
E2f1	Casp7	1
Cebpa	Fgl2	1
Sp1	Fgl2	1
E2f4	Actg1	1
Spib	Xbp1	1
Cebpb	Xbp1	1
Pax5	Xbp1	1
Atf6	Xbp1	1
Nr0b2	Cyp7a1	1
Srebf1	Nr0b2	1
Spi1	Mcm3ap	1
Arntl	Nr1d2	1
Clock	Nr1d2	1
E2f1	Tp53bp2	1
E2f1	Cd72	1
Hnf4a	Mfrp	1
Ctcf	Pmpcb	1
Ctcf	Asap2	1
Ctcf	Etnk2	1
E2f1	Mefv	1
E2f1	Fhit	1
E2f1	Bbc3	1
E2f1	Trerf1	1
Sp3	E2f1	1
E2f1	Sp3	1
E2f1	Ppp2r2d	1
E2f1	Rad51	1
E2f1	Bdh1	1
E2f1	Mcm10	1
E2f1	Tyms	1
E2f1	Rrm1	1
E2f1	Cdca4	1
E2f1	Bin1	1
E2f1	Isyna1	1
E2f1	Rassf8	1
E2f1	Cbs	1
E2f1	Pold1	1
E2f1	Rrp1b	1
E2f1	Mxi1	1
E2f1	Cdh5	1
E2f1	Tert	1
E2f1	Bmi1	1
E2f1	Ralgds	1
E2f1	Map3k5	1
E2f1	Scarf1	1
E2f1	Ppp1r13b	1
E2f1	Ubp1	1
E2f1	Mcm8	1
E2f1	Pik3r5	1
E2f1	Scn8a	1
E2f1	Dclre1c	1
E2f1	Pdk4	1
E2f1	Pou2af1	1
E2f1	Ulk1	1
E2f1	Cdkn2c	1
E2f1	Ctsl	1
E2f1	Klf10	1
Esr1	E2f1	1
E2f1	Esr1	1
E2f1	Stx11	1
E2f1	Ubn1	1
E2f1	Oca2	1
E2f1	Egfr	1
E2f1	Alox5ap	1
E2f1	Kcnj2	1
E2f1	Krt75	1
E2f1	Armc8	1
E2f1	Ctnnbip1	1
E2f6	E2f1	1
E2f1	E2f6	1
E2f1	Flt1	1
E2f1	Ar	1
E2f1	Tor1b	1
E2f1	Cdt1	1
E2f1	Tmem132a	1
Sp1	E2f1	1
E2f1	Sp1	1
E2f1	Dtl	1
E2f1	Plaur	1
E2f1	Stam	1
E2f1	Blvra	1
E2f1	Birc5	1
E2f1	Cdkn1a	1
E2f1	Kdm4c	1
E2f1	Il12rb1	1
E2f1	Fanca	1
E2f1	Irf3	1
E2f1	Rad18	1
E2f1	Map3k14	1
E2f1	Ccne1	1
E2f1	Yme1l1	1
E2f1	Pwwp3a	1
E2f1	Dram1	1
E2f1	Dnmt1	1
E2f1	Tmem47	1
E2f1	Pdxk	1
E2f1	Txndc15	1
E2f1	Myb	1
E2f1	Jph2	1
E2f1	Mpped2	1
E2f1	Lmo1	1
E2f1	Acsl1	1
E2f1	Pcna	1
E2f1	Wdr25	1
E2f1	Npat	1
E2f1	Atm	1
E2f1	Chka	1
E2f1	Mcm9	1
Tp53	E2f1	1
E2f1	Tp53	1
E2f1	Ntng2	1
E2f1	Nlrp5	1
E2f1	Wwox	1
E2f1	Rfc2	1
E2f1	Dcc	1
E2f1	Clasp2	1
E2f1	Actr2	1
E2f1	Fgfr1	1
E2f1	Mpst	1
E2f1	Thoc5	1
E2f1	Kif24	1
E2f1	Dbf4	1
E2f1	Dusp1	1
E2f1	Skp2	1
E2f1	Slx4	1
E2f1	Galc	1
E2f1	Dusp4	1
E2f1	Ect2	1
E2f7	E2f1	1
E2f1	Phldb1	1
E2f1	Plekhf2	1
E2f1	Suclg1	1
E2f1	Rb1	1
E2f1	Abca1	1
E2f1	Jun	1
E2f1	Ccnd1	1
Nr4a1	E2f1	1
E2f1	Nr4a1	1
E2f1	Cdca7	1
E2f1	Prkdc	1
E2f1	Rxrg	1
E2f1	Zmym2	1
E2f1	Vcp	1
E2f1	Mapk1	1
E2f1	Pola1	1
E2f1	Tnfsf11	1
E2f1	Pola2	1
E2f1	Syne2	1
E2f1	Cd2ap	1
E2f1	Cdan1	1
E2f1	Ptpro	1
E2f1	Top2a	1
E2f1	Fh	1
E2f1	Kcnj16	1
E2f1	Gnl3	1
E2f1	Ampd3	1
E2f1	Dapk2	1
Rela	E2f1	1
E2f1	Rela	1
E2f1	Map1lc3a	1
E2f4	E2f1	1
E2f1	Map1lc3b	1
E2f1	Lingo1	1
E2f1	Hspa5	1
E2f1	Hat1	1
E2f1	Pnrc2	1
E2f1	Gata3	1
E2f1	Plk1	1
E2f1	Sp110	1
E2f1	Cldn5	1
E2f1	Mycn	1
E2f1	Hfe	1
E2f1	Safb	1
E2f1	Ctnnd2	1
E2f1	Ccna2	1
E2f1	Pparg	1
E2f1	Gpr158	1
E2f1	Ccnd3	1
E2f1	Rtn4	1
E2f1	Tgfb2	1
E2f1	Cdkn2a	1
Mafa	Ins2	1
E2f4	Smc4	1
Hnf4a	Proz	1
Stat5a	Prf1	1
Stat5b	Prf1	1
Hif1a	Ppp1r3c	1
Esr1	Adora1	1
Nfkb1	Adora1	1
Elk1	Tlr9	1
Insm1	Neurog3	1
Neurog3	Neurod1	1
Tp53	Gpx1	1
Egr1	Akr1b1	1
Ar	Akr1b1	1
Srebf1	Fdft1	1
E2f4	Fdft1	1
Srebf2	Fdft1	1
Spi1	Cd22	1
E2f4	Ikbkg	1
E2f4	Ube2c	1
Ctcf	Bbc3	1
Tp53	Bbc3	1
Sp1	Actc1	1
Srf	Actc1	1
Ar	Qsox1	1
Hnf4a	Cyp26a1	1
E2f4	Umps	1
Egr1	Atf3	1
Foxl2	Atf3	1
Nfkb1	Atf3	1
Atf3	Gdf15	1
Atf3	Ddit3	1
Atf2	Atf3	1
Tp53	Atf3	1
Atf3	Tp53	1
Jun	Atf3	1
Smad7	Krt14	1
Esr1	Edn3	1
Gata3	Fbxo11	1
Hif1a	Egln1	1
Nr2f2	Myh6	1
Usf1	Trim25	1
Spi1	Ncf4	1
Foxo3	Pink1	1
Nr1h3	Abcg1	1
Tp53	Slc6a6	1
Sp3	Maob	1
Sp3	Col2a1	1
Sp3	Tnf	1
Sp3	Rora	1
Sp3	F2r	1
Sp3	Tff1	1
Sp3	Cd97	1
Sp3	Padi3	1
Sp3	Esr1	1
Esr1	Sp3	1
Sp3	Tcn2	1
Sp3	Cyp3a13	1
Sp3	Cdkn2b	1
Sp3	Dnase2	1
Sp1	Sp3	1
Sp3	Oprm1	1
Sp3	Plaur	1
Sp3	Cdkn1a	1
Sp3	Btk	1
Sp3	Cyp2f2	1
Sp3	Igfbp1	1
Sp3	Hsd17b1	1
Sp3	Itga2	1
Myb	Sp3	1
Sp3	Mmp2	1
Sp3	Etf1	1
Sp3	Chrnb4	1
Sp3	Col1a1	1
Sp3	Cd83	1
Sp3	Abca1	1
Sp3	Timp1	1
Sp3	Msh6	1
Sp3	Ccnd1	1
Sp3	Cd14	1
Sp3	Hsd17b2	1
Sp3	Cd2ap	1
Sp3	Slc9a3	1
Sp3	Cnmd	1
Fos	Sp3	1
Sp3	Bpi	1
Sp3	Tgm4	1
Sp3	Cyp3a11	1
Sp3	Mycn	1
Sp3	Cyp17a1	1
Sp3	Klk1b11	1
Sp3	Klk1b9	1
Sp3	Cdkn2a	1
Sp3	Klk1b26	1
Sp3	Klk1b5	1
Sp3	Klk1b3	1
Sp3	Cyp3a16	1
Sp3	Klk1b22	1
Sp3	Klk1	1
Sp3	Cyp3a41b	1
Sp3	Klk1b21	1
Sp3	Klk1b24	1
Sp3	Klk1b16	1
Sp3	Klk1b27	1
Sp3	Klk1b8	1
Sp3	Klk1b4	1
Esr2	Mknk2	1
Tcf7l2	Glce	1
Tbx5	Nppa	1
Fos	Nppa	1
Hif1a	Gbe1	1
Spi1	Scarb2	1
Jun	Mgp	1
Spi1	Jchain	1
Sp1	Maob	1
Cebpd	Tnf	1
Cebpd	Alox5ap	1
Cebpd	Pou5f1	1
Cebpd	Cftr	1
Rest	Lin28a	1
Esr1	Atp2b1	1
Gata3	Atp2b1	1
Tp53	Smpd3	1
Tp53	Hsp90ab1	1
Gata3	Apba1	1
Ets1	Rad51	1
Tp53	Rad51	1
E2f4	Rad51	1
E2f4	Rps6	1
Ar	Cpt2	1
Ar	Ptprm	1
Stat5a	Ccnd2	1
Nfkb1	Ccnd2	1
Bcl6	Ccnd2	1
Sp1	Ccnd2	1
Smad3	Ccnd2	1
Foxo1	Ccnd2	1
Nfkb2	Ccnd2	1
Jun	Ccnd2	1
Foxo3	Ccnd2	1
Gata2	Icam4	1
Foxl2	Sirt1	1
Rela	Sirt1	1
Foxo3	Sirt1	1
Ets1	F13a1	1
Ctcf	B4galnt1	1
E2f4	Hltf	1
Ctcf	Mcm10	1
E2f4	Mcm10	1
Egr1	Col2a1	1
Egr1	Bcar1	1
Egr1	Tnf	1
Egr1	Cd44	1
Egr1	Th	1
Egr1	Ace	1
Egr1	Slc1a4	1
Egr1	Faslg	1
Egr1	Wnt4	1
Egr1	Pcsk2	1
Egr1	Sos1	1
Egr1	Nfkb1	1
Nfkb1	Egr1	1
Egr1	Hif1a	1
Egr1	Egfr	1
Egr1	Cd28	1
Egr1	Atp2a2	1
Egr1	Pten	1
Egr1	Ets1	1
Ets1	Egr1	1
Egr1	Chrna7	1
Egr1	Flt1	1
Egr1	Gdf15	1
Egr1	Stmn1	1
Egr1	Slc4a2	1
Egr1	Ar	1
Egr1	Syn2	1
Egr1	Ptp4a1	1
Egr1	Apex1	1
Sp1	Egr1	1
Egr1	Sp1	1
Egr1	Plaur	1
Egr1	Pdgfc	1
Egr1	Cdkn1a	1
Egr1	Srf	1
Srf	Egr1	1
Egr1	Ep300	1
Egr1	Elk1	1
Elk1	Egr1	1
Egr1	Tpo	1
Egr1	Ifng	1
Myb	Egr1	1
Egr1	Myb	1
Tp53	Egr1	1
Egr1	Tp53	1
Egr1	Cebpb	1
Egr1	Fasn	1
Egr1	Pdgfb	1
Egr1	Chga	1
Egr1	Ctnnb1	1
Egr1	Kcnh8	1
Egr1	Rbl2	1
Egr1	Lmtk2	1
Egr1	Cd9	1
Egr1	Pdgfa	1
Egr1	Angptl4	1
Egr1	Stim1	1
Egr1	Il2rb	1
Jun	Egr1	1
Egr1	Jun	1
Egr1	Ccnd1	1
Egr1	Fcer2	1
Egr1	F3	1
Egr1	Cat	1
Egr1	Tfpi2	1
Egr1	Ache	1
Egr1	Slc9a3	1
Egr1	Mmp14	1
Egr1	Rela	1
Rela	Egr1	1
Egr1	Cdh13	1
Egr1	Areg	1
Egr1	Fosl1	1
Egr1	Psen2	1
Egr1	Vamp2	1
Egr1	Toe1	1
Egr1	Hyal1	1
Egr1	Spp1	1
Egr1	Cdk5r1	1
Egr1	Pparg	1
Egr1	Impdh2	1
Egr1	Tmpo	1
Sp1	Col2a1	1
Rela	Col2a1	1
Smad1	Id2	1
Smad1	Tnfrsf11b	1
Smad1	Cdkn1a	1
Smad1	Spp1	1
Tp53	Fancc	1
E2f4	Fancc	1
Sp1	Crem	1
Crem	Dusp1	1
Jun	Crem	1
Fos	Crem	1
Crem	Fos	1
Crem	Ccna2	1
Foxo1	Dapk1	1
Tfap2b	Ptgds	1
Usf1	Ptgds	1
Etv3	Nfkb1	1
Esr1	Tyms	1
Sp1	Tyms	1
Usf1	Tyms	1
Tp53	Tyms	1
E2f4	Tyms	1
Hif1a	Mif	1
Sp1	Mif	1
Hbp1	Mif	1
Onecut2	Sytl4	1
Ets1	B3gat3	1
Arntl	Bhlhe40	1
Hif1a	Bhlhe40	1
Bhlhe40	Epas1	1
Epas1	Bhlhe40	1
Clock	Bhlhe40	1
Nr1h3	Bhlhe40	1
Foxo1	Cnot8	1
Ar	Suox	1
Nfkb1	Tff3	1
Hif1a	Tff3	1
Foxo4	Sod2	1
